timestamp_str,SFN,SFN_p,Slot,Slot_p,CC,CC_p,HARQ,HARQ_p,MCS,MCS_p,CRC,CRC_p,ReTx,ReTx_p,NDI,NDI_p,threshold,anomaly_score,distance_from_threshold
155.csv;03:50:41.383-2024/10/29;69;5,69,354,5,5,0,0,15,11,0,20,0,1,6,4,0,0,0.015417639557754822,0.5031841,0.48776644056614654
155.csv;03:50:44.743-2024/10/29;405;5,405,450,5,5,0,0,15,11,0,19,0,1,6,4,0,0,0.015417639557754822,0.4904152,0.4749975461321713
158.csv;08:03:05.055-2024/12/06;1003;16,1003,680,16,8,0,0,15,10,28,28,1,1,6,4,0,0,0.015417639557754822,0.4265062,0.41108855193432586
160.csv;07:44:47.241-2024/12/05;282;10,282,439,10,7,0,0,0,7,28,28,1,1,6,4,0,0,0.015417639557754822,0.383621,0.36820336764630096
155.csv;03:42:11.764-2024/10/29;307;5,307,400,5,6,0,0,14,12,28,26,1,1,6,4,1,1,0.015417639557754822,0.38199946,0.36658182328518646
160.csv;07:36:50.038-2024/12/05;690;5,690,602,5,6,0,0,2,7,29,28,1,1,6,4,0,0,0.015417639557754822,0.36031115,0.34489351099308746
155.csv;03:50:37.083-2024/10/29;663;5,663,572,5,6,0,0,15,11,29,29,1,1,6,4,0,0,0.015417639557754822,0.36006194,0.34464430397328155
160.csv;07:36:48.923-2024/12/05;578;11,578,551,11,8,0,0,7,9,28,27,1,1,6,4,0,0,0.015417639557754822,0.33637527,0.32095762675579803
155.csv;03:50:41.379-2024/10/29;68;15,68,343,15,9,0,0,15,12,0,20,0,0,5,3,0,0,0.015417639557754822,0.29011,0.2746923524695279
155.csv;03:50:37.079-2024/10/29;662;15,662,548,15,10,0,0,15,12,0,19,0,0,5,4,0,0,0.015417639557754822,0.25750813,0.24209048932369964
155.csv;03:50:44.735-2024/10/29;404;5,404,448,5,5,0,0,15,12,0,21,0,0,5,4,0,0,0.015417639557754822,0.25357828,0.2381606358843686
160.csv;08:36:46.089-2024/12/05;871;8,871,712,8,6,1,0,3,6,30,29,1,1,5,4,0,0,0.015417639557754822,0.1441257,0.12870806043919342
160.csv;08:18:41.120-2024/12/05;918;8,918,742,8,7,1,0,14,11,31,28,1,1,5,4,0,0,0.015417639557754822,0.14385042,0.12843277638729828
160.csv;08:22:17.790-2024/12/05;57;15,57,336,15,9,0,0,1,5,28,28,1,1,5,4,0,0,0.015417639557754822,0.1423674,0.12694975322064178
160.csv;08:36:41.273-2024/12/05;389;9,389,459,9,6,1,0,0,5,28,29,1,1,5,4,1,1,0.015417639557754822,0.13996017,0.12454253023442047
160.csv;07:12:40.464-2024/12/05;116;15,116,338,15,9,0,0,15,11,28,28,1,1,5,4,1,1,0.015417639557754822,0.138455,0.12303736394222992
160.csv;06:58:30.364-2024/12/05;98;11,98,295,11,7,0,0,15,12,28,29,1,1,5,4,0,0,0.015417639557754822,0.1376781,0.12226046210106628
160.csv;09:10:03.998-2024/12/05;982;18,982,746,18,10,0,0,13,11,30,27,1,1,5,4,0,0,0.015417639557754822,0.1321081,0.1166904676514508
160.csv;07:29:40.735-2024/12/05;767;16,767,673,16,9,0,0,13,11,28,27,1,1,5,4,1,1,0.015417639557754822,0.12995014,0.11453249638851898
160.csv;08:54:02.947-2024/12/05;109;15,109,283,15,10,0,0,11,10,29,27,1,1,5,4,1,1,0.015417639557754822,0.1282803,0.11286265736397522
155.csv;03:42:11.760-2024/10/29;306;15,306,405,15,10,0,0,14,11,28,27,1,1,5,4,1,1,0.015417639557754822,0.1278325,0.1124148625689389
160.csv;07:44:47.237-2024/12/05;282;0,282,402,0,4,0,0,0,5,28,29,1,1,5,4,0,0,0.015417639557754822,0.1243107,0.10889306252774017
160.csv;09:11:38.648-2024/12/05;207;8,207,363,8,7,1,0,13,11,31,29,1,1,5,4,1,1,0.015417639557754822,0.12266002,0.1072423789459111
160.csv;06:51:12.577-2024/12/05;351;15,351,423,15,9,0,0,6,8,29,28,1,1,5,4,1,1,0.015417639557754822,0.1217632,0.10634556001003997
158.csv;08:11:33.783-2024/12/06;676;17,676,630,17,10,0,0,1,5,30,30,1,1,5,4,1,1,0.015417639557754822,0.12142006,0.10600242352064865
160.csv;06:49:36.273-2024/12/05;961;5,961,801,5,5,0,0,2,6,29,28,1,1,5,4,1,1,0.015417639557754822,0.119102314,0.10368467455681579
155.csv;03:50:41.375-2024/10/29;68;5,68,336,5,5,0,0,15,13,0,21,0,0,4,3,0,0,0.015417639557754822,0.11888568,0.10346804147537964
160.csv;09:32:57.103-2024/12/05;53;13,53,174,13,8,0,0,12,10,30,27,1,1,5,4,0,0,0.015417639557754822,0.11471131,0.09929366743143814
158.csv;08:03:04.175-2024/12/06;915;15,915,704,15,8,0,0,14,10,28,27,1,1,5,4,0,0,0.015417639557754822,0.1141383,0.09872065817888992
160.csv;09:10:03.998-2024/12/05;982;16,982,718,16,10,0,0,11,10,30,27,1,1,5,4,0,0,0.015417639557754822,0.11249543,0.09707779025610702
160.csv;07:24:11.115-2024/12/05;573;15,573,562,15,9,0,0,12,10,29,29,1,1,5,4,1,1,0.015417639557754822,0.11144548,0.09602783953722732
158.csv;08:03:27.296-2024/12/06;156;1,156,320,1,4,0,0,9,10,28,28,1,1,5,4,1,1,0.015417639557754822,0.10959939,0.09418174957808273
158.csv;08:03:05.015-2024/12/06;999;17,999,698,17,9,0,0,15,12,28,27,1,1,5,4,1,1,0.015417639557754822,0.10958347,0.0941658276873471
160.csv;07:15:12.177-2024/12/05;952;1,952,746,1,4,0,0,10,9,30,27,1,1,5,4,1,1,0.015417639557754822,0.10624187,0.09082422738846557
155.csv;03:50:37.075-2024/10/29;662;5,662,597,5,6,0,0,15,14,29,31,0,0,4,3,0,0,0.015417639557754822,0.10536928,0.08995163774069564
160.csv;07:29:06.526-2024/12/05;419;0,419,477,0,3,0,0,7,8,30,28,1,1,5,4,1,1,0.015417639557754822,0.10431033,0.08889268672045486
158.csv;08:10:50.187-2024/12/06;413;0,413,463,0,4,0,0,7,8,28,29,1,1,5,4,0,0,0.015417639557754822,0.103740335,0.0883226949530484
160.csv;09:39:48.967-2024/12/05;280;0,280,402,0,4,0,0,8,9,28,29,1,1,5,4,1,1,0.015417639557754822,0.102680154,0.08726251458700912
160.csv;07:36:50.032-2024/12/05;689;11,689,649,11,8,0,0,2,6,29,28,1,1,5,4,0,0,0.015417639557754822,0.0996225,0.08420486336525695
160.csv;09:17:34.383-2024/12/05;965;11,965,749,11,7,0,0,4,7,29,28,1,1,5,4,1,1,0.015417639557754822,0.09848584,0.08306820278939026
158.csv;08:10:44.541-2024/12/06;872;7,872,784,7,7,0,0,6,8,28,30,1,1,5,4,0,0,0.015417639557754822,0.097942844,0.08252520447548645
160.csv;08:38:46.431-2024/12/05;617;17,617,573,17,11,0,0,9,9,28,30,1,1,5,4,0,0,0.015417639557754822,0.09785668,0.08243903851088302
160.csv;09:25:43.225-2024/12/05;697;17,697,663,17,10,0,0,4,7,30,29,1,1,5,4,0,0,0.015417639557754822,0.09659898,0.0811813432532193
160.csv;09:26:11.958-2024/12/05;499;1,499,540,1,3,0,0,9,10,29,29,1,1,5,4,0,0,0.015417639557754822,0.09608929,0.08067164903458374
158.csv;08:03:30.018-2024/12/06;428;1,428,492,1,5,0,0,6,9,30,29,1,1,5,4,0,0,0.015417639557754822,0.091770075,0.07635243570383804
160.csv;06:58:33.099-2024/12/05;372;1,372,421,1,4,0,0,11,11,28,27,1,1,5,4,0,0,0.015417639557754822,0.08984297,0.0744253281312825
160.csv;08:31:06.367-2024/12/05;691;10,691,622,10,7,0,0,15,11,29,28,1,1,5,4,0,0,0.015417639557754822,0.087415084,0.07199744468506591
160.csv;07:36:48.903-2024/12/05;576;10,576,540,10,8,0,0,7,8,28,27,1,1,5,4,1,1,0.015417639557754822,0.08618075,0.07076310699757354
160.csv;07:13:36.324-2024/12/05;582;15,582,558,15,9,0,0,9,9,29,27,1,1,5,4,1,1,0.015417639557754822,0.08351186,0.06809421962078827
160.csv;08:18:01.215-2024/12/05;0;0,0,285,0,2,0,0,4,7,29,31,1,1,3,4,0,0,0.015417639557754822,0.081017785,0.06560014521654861
160.csv;08:38:46.450-2024/12/05;619;16,619,574,16,10,0,0,8,9,28,27,1,1,5,4,0,0,0.015417639557754822,0.07926646,0.06384881919201629
160.csv;09:25:33.689-2024/12/05;768;1,768,638,1,4,0,0,6,7,30,29,1,1,5,4,0,0,0.015417639557754822,0.075967774,0.06055013423737304
157.csv;04:08:08.835-2024/10/29;366;15,366,425,15,10,0,0,15,12,0,17,0,0,4,3,1,1,0.015417639557754822,0.07369614,0.05827849691685455
155.csv;03:50:41.367-2024/10/29;67;15,67,302,15,11,0,1,15,13,0,18,0,0,3,3,0,0,0.015417639557754822,0.07111659,0.055698949452006985
160.csv;06:43:16.908-2024/12/05;912;16,912,779,16,12,0,0,9,9,28,31,0,0,4,3,1,1,0.015417639557754822,0.063053645,0.04763600563582199
160.csv;09:34:08.505-2024/12/05;25;16,25,257,16,10,0,0,0,5,29,31,0,0,4,3,1,1,0.015417639557754822,0.062318843,0.04690120330032127
160.csv;08:22:17.743-2024/12/05;52;16,52,279,16,9,0,0,5,7,28,27,1,1,5,4,1,1,0.015417639557754822,0.062102232,0.046684592570626904
160.csv;09:41:39.468-2024/12/05;66;0,66,159,0,4,0,0,10,10,30,30,0,0,4,3,1,1,0.015417639557754822,0.061899673,0.046482033635938336
155.csv;03:50:44.663-2024/10/29;397;5,397,454,5,6,0,0,15,14,29,31,0,0,4,3,0,0,0.015417639557754822,0.061686385,0.0462687458651902
160.csv;09:34:08.448-2024/12/05;20;5,20,198,5,6,0,0,0,5,30,27,0,1,4,4,0,1,0.015417639557754822,0.061471842,0.04605420267161148
155.csv;03:50:37.067-2024/10/29;661;15,661,573,15,12,0,0,15,14,0,11,0,0,3,2,0,0,0.015417639557754822,0.061429817,0.04601217767175453
160.csv;09:10:59.673-2024/12/05;406;12,406,463,12,9,0,0,7,8,30,29,1,1,5,4,1,1,0.015417639557754822,0.06123394,0.0458163019078614
157.csv;04:08:37.124-2024/10/29;123;11,123,256,11,9,0,0,15,13,28,26,0,0,4,3,1,1,0.015417639557754822,0.06090552,0.045487880315149
160.csv;07:22:55.408-2024/12/05;171;1,171,230,1,3,0,0,14,12,30,31,0,0,4,3,1,1,0.015417639557754822,0.060758777,0.045341137405002285
158.csv;08:03:31.196-2024/12/06;545;16,545,573,16,11,0,0,14,12,30,32,0,0,4,3,1,1,0.015417639557754822,0.059671737,0.0442540976959111
160.csv;09:34:08.464-2024/12/05;21;16,21,246,16,9,0,0,3,6,30,31,0,0,4,4,1,1,0.015417639557754822,0.05938983,0.04397219007786529
160.csv;07:22:53.215-2024/12/05;975;15,975,852,15,10,0,0,0,3,30,29,0,0,4,3,1,1,0.015417639557754822,0.05896062,0.043542980756128
160.csv;06:43:48.777-2024/12/05;3;11,3,229,11,9,0,0,14,12,28,30,0,0,4,3,1,1,0.015417639557754822,0.056964803,0.04154716392930763
160.csv;06:59:22.565-2024/12/05;198;13,198,301,13,8,0,0,14,12,29,31,0,0,4,3,0,0,0.015417639557754822,0.056923274,0.041505634393060375
158.csv;08:11:33.806-2024/12/06;678;16,678,649,16,11,0,0,14,12,30,32,0,0,4,3,0,0,0.015417639557754822,0.056780536,0.04136289616998451
160.csv;09:41:39.474-2024/12/05;66;16,66,227,16,10,0,0,14,12,30,32,0,0,4,3,0,0,0.015417639557754822,0.056542978,0.04112533813294189
160.csv;07:36:49.338-2024/12/05;620;0,620,590,0,1,0,0,8,9,28,32,1,1,3,4,0,0,0.015417639557754822,0.05603971,0.04062207004007118
160.csv;09:18:37.237-2024/12/05;82;16,82,274,16,11,0,0,2,6,29,31,0,0,4,3,0,0,0.015417639557754822,0.054974362,0.039556722696387936
160.csv;08:07:58.595-2024/12/05;154;0,154,346,0,3,0,0,14,12,29,31,0,0,4,3,1,1,0.015417639557754822,0.054798577,0.039380937423074414
160.csv;09:26:19.234-2024/12/05;202;16,202,326,16,10,0,0,12,10,29,31,0,0,4,3,1,1,0.015417639557754822,0.054333385,0.03891574552234428
103.csv;04:42:57.614-2024/09/04;819;0,819,752,0,3,0,0,1,4,31,31,0,0,4,3,0,0,0.015417639557754822,0.053809796,0.03839215597089546
160.csv;06:42:29.362-2024/12/05;254;1,254,298,1,3,0,0,12,11,29,31,0,0,4,3,0,0,0.015417639557754822,0.053182382,0.0377647425788285
160.csv;06:58:30.528-2024/12/05;114;16,114,278,16,11,0,0,0,5,28,30,0,0,4,3,1,1,0.015417639557754822,0.052828133,0.037410493548476864
136.csv;18:51:22.344-2024/01/16;9;10,9,267,10,8,1,1,10,11,15,22,1,1,3,4,0,0,0.015417639557754822,0.052387785,0.036970145608747174
157.csv;04:04:21.821-2024/10/29;193;0,193,294,0,3,1,1,15,12,28,29,1,1,3,4,1,1,0.015417639557754822,0.052371383,0.036953743155563046
160.csv;08:22:17.692-2024/12/05;47;15,47,246,15,11,0,0,0,5,29,30,0,0,4,3,0,0,0.015417639557754822,0.052205823,0.0367881838041188
101.csv;10:05:53.677-2024/09/06;143;17,143,273,17,11,0,0,14,11,31,29,0,0,4,4,0,0,0.015417639557754822,0.05183082,0.03641318118151443
103.csv;04:03:12.560-2024/09/04;905;0,905,771,0,2,0,0,0,4,31,32,0,0,4,3,1,1,0.015417639557754822,0.051575497,0.03615785723503845
160.csv;09:11:23.056-2024/12/05;696;16,696,663,16,10,0,0,15,12,29,32,0,0,4,3,0,0,0.015417639557754822,0.0512704,0.035852759684884716
155.csv;03:50:44.659-2024/10/29;396;15,396,424,15,13,0,0,15,14,0,11,0,0,3,2,0,0,0.015417639557754822,0.050292592,0.03487495293792503
160.csv;09:26:16.086-2024/12/05;911;16,911,808,16,10,0,0,3,6,31,32,0,0,4,3,1,1,0.015417639557754822,0.049933694,0.03451605474528091
160.csv;07:38:13.840-2024/12/05;878;5,878,802,5,5,0,0,7,8,28,30,1,1,3,4,1,1,0.015417639557754822,0.04975362,0.03433598166283386
160.csv;08:07:59.294-2024/12/05;223;16,223,374,16,11,0,0,11,10,28,30,0,0,4,3,0,0,0.015417639557754822,0.049577326,0.03415968602474945
160.csv;08:07:58.759-2024/12/05;170;10,170,350,10,7,0,0,0,4,28,29,0,0,4,4,0,0,0.015417639557754822,0.049331963,0.03391432350453155
160.csv;08:23:07.168-2024/12/05;899;10,899,747,10,8,0,0,0,4,28,28,0,0,4,3,1,1,0.015417639557754822,0.049209103,0.03379146343048828
158.csv;08:10:44.744-2024/12/06;892;13,892,813,13,10,0,0,8,8,28,32,0,0,4,3,1,1,0.015417639557754822,0.049132694,0.033715054001176525
160.csv;07:13:36.354-2024/12/05;585;10,585,563,10,8,0,0,5,6,28,32,1,1,3,4,0,0,0.015417639557754822,0.048899263,0.0334816235857846
160.csv;09:10:56.426-2024/12/05;81;11,81,298,11,8,0,0,14,11,30,31,0,0,4,3,0,0,0.015417639557754822,0.04844807,0.03303043132599609
160.csv;09:34:08.505-2024/12/05;25;15,25,330,15,10,0,0,13,10,29,31,0,0,4,3,0,0,0.015417639557754822,0.04831497,0.032897330428922344
160.csv;06:58:33.797-2024/12/05;441;16,441,483,16,11,0,0,13,11,28,31,0,0,4,3,0,0,0.015417639557754822,0.048136108,0.03271846806582229
160.csv;09:10:56.458-2024/12/05;84;16,84,324,16,10,0,0,9,9,30,32,0,0,4,3,0,0,0.015417639557754822,0.047955047,0.03253740778144615
160.csv;08:38:41.780-2024/12/05;152;15,152,321,15,11,0,0,12,11,28,31,0,0,4,3,1,1,0.015417639557754822,0.047913063,0.03249542375978248
160.csv;09:18:37.237-2024/12/05;82;15,82,257,15,10,0,0,15,12,29,29,0,0,4,3,0,0,0.015417639557754822,0.047789555,0.032371915485227276
160.csv;09:26:19.234-2024/12/05;202;17,202,292,17,10,0,0,15,12,29,31,0,0,4,4,1,1,0.015417639557754822,0.04770686,0.03228922149118202
160.csv;09:18:34.566-2024/12/05;839;17,839,746,17,11,0,0,1,5,28,30,0,0,4,3,1,1,0.015417639557754822,0.04768702,0.03226938059505241
160.csv;07:36:50.078-2024/12/05;694;5,694,674,5,5,0,0,9,10,28,30,1,1,3,4,1,1,0.015417639557754822,0.04762196,0.03220432212528007
160.csv;07:22:22.851-2024/12/05;1011;1,1011,749,1,4,0,0,14,11,28,30,0,0,4,3,0,0,0.015417639557754822,0.04760404,0.03218639975365417
160.csv;07:22:53.397-2024/12/05;993;16,993,818,16,11,0,0,14,12,29,31,0,0,4,3,0,0,0.015417639557754822,0.04755006,0.03213242029722946
160.csv;09:40:18.226-2024/12/05;133;16,133,297,16,9,0,0,14,12,29,31,0,0,4,3,0,0,0.015417639557754822,0.047490027,0.032072387244069744
158.csv;08:11:33.806-2024/12/06;678;17,678,643,17,11,0,0,0,4,30,32,0,0,4,3,0,0,0.015417639557754822,0.047104068,0.0316864285426976
160.csv;09:18:37.237-2024/12/05;82;17,82,216,17,10,0,0,4,7,29,29,0,0,4,3,1,1,0.015417639557754822,0.047098864,0.031681224312150646
158.csv;08:19:32.366-2024/12/06;406;16,406,441,16,11,0,0,14,11,28,31,0,0,4,3,1,1,0.015417639557754822,0.047055345,0.031637705470884014
160.csv;06:58:40.988-2024/12/05;136;16,136,284,16,10,0,0,6,7,28,31,0,0,4,3,0,0,0.015417639557754822,0.046767943,0.031350303049647976
160.csv;09:18:34.566-2024/12/05;839;16,839,751,16,10,0,0,15,12,28,30,0,0,4,3,0,0,0.015417639557754822,0.04676758,0.031349941696489025
160.csv;09:34:15.911-2024/12/05;766;11,766,683,11,8,0,0,3,5,30,32,0,0,4,3,0,0,0.015417639557754822,0.046566058,0.031148418392503433
103.csv;04:00:57.591-2024/09/04;720;0,720,676,0,3,0,0,15,12,31,31,0,0,4,3,0,0,0.015417639557754822,0.046545926,0.031128286923730545
160.csv;09:34:15.876-2024/12/05;762;15,762,680,15,10,0,0,0,4,31,33,0,0,4,3,1,1,0.015417639557754822,0.04646062,0.031042981501186066
160.csv;07:14:05.484-2024/12/05;426;10,426,484,10,8,0,0,0,4,28,32,0,0,4,3,0,0,0.015417639557754822,0.046456445,0.03103880545076149
160.csv;06:58:30.815-2024/12/05;143;11,143,331,11,8,0,0,11,10,28,32,0,0,4,3,1,1,0.015417639557754822,0.046381705,0.03096406495150345
160.csv;06:43:08.365-2024/12/05;58;10,58,274,10,7,0,0,15,12,28,31,0,0,4,3,1,1,0.015417639557754822,0.046058048,0.03064040800508278
158.csv;08:03:31.196-2024/12/06;545;17,545,578,17,11,0,0,0,4,30,31,0,0,4,3,0,0,0.015417639557754822,0.045904767,0.030487127210462265
160.csv;08:15:35.453-2024/12/05;783;16,783,678,16,11,0,0,14,11,28,31,0,0,4,3,1,1,0.015417639557754822,0.045897793,0.030480153467023544
160.csv;07:22:53.397-2024/12/05;993;17,993,743,17,11,0,0,0,5,29,31,0,0,4,4,0,0,0.015417639557754822,0.04588247,0.03046483134802597
160.csv;06:58:30.528-2024/12/05;114;15,114,304,15,10,0,0,15,12,28,30,0,0,4,3,1,1,0.015417639557754822,0.0457864,0.030368759836518936
160.csv;06:58:30.525-2024/12/05;114;11,114,263,11,8,0,0,13,11,28,31,0,0,4,3,0,0,0.015417639557754822,0.045736525,0.030318885650003128
160.csv;07:54:07.322-2024/12/05;994;10,994,829,10,8,0,0,0,4,30,30,0,0,4,3,1,1,0.015417639557754822,0.045691673,0.030274033154809647
158.csv;08:19:13.019-2024/12/06;520;0,520,570,0,3,0,0,1,5,30,32,0,0,4,3,0,0,0.015417639557754822,0.045650307,0.030232667531335525
160.csv;06:43:16.720-2024/12/05;893;17,893,789,17,12,0,0,6,7,28,32,0,0,4,3,1,1,0.015417639557754822,0.045607433,0.030189793165290527
160.csv;08:30:43.061-2024/12/05;409;0,409,431,0,3,0,0,13,12,30,31,0,0,4,3,0,0,0.015417639557754822,0.045408733,0.029991093631351166
160.csv;09:41:12.904-2024/12/05;481;16,481,488,16,10,0,0,2,5,29,33,0,0,4,3,0,0,0.015417639557754822,0.045397796,0.02998015617903488
160.csv;06:43:16.662-2024/12/05;888;0,888,776,0,3,0,0,5,7,28,32,0,0,4,3,0,0,0.015417639557754822,0.04539322,0.02997558152254837
160.csv;08:15:37.940-2024/12/05;8;15,8,310,15,9,0,0,0,4,28,30,0,0,4,4,1,1,0.015417639557754822,0.04534564,0.029928002114856415
160.csv;06:58:31.998-2024/12/05;261;15,261,417,15,10,0,0,8,8,28,31,0,0,4,3,1,1,0.015417639557754822,0.04529059,0.029872949774825745
158.csv;08:11:33.806-2024/12/06;678;18,678,627,18,12,0,0,2,5,30,32,0,0,4,3,0,0,0.015417639557754822,0.045209434,0.029791794325673752
160.csv;07:29:07.312-2024/12/05;497;6,497,506,6,6,0,0,4,6,28,32,1,1,3,4,0,0,0.015417639557754822,0.04504309,0.029625448937976532
160.csv;07:30:42.409-2024/12/05;791;0,791,741,0,0,0,0,5,6,29,29,1,1,3,4,1,1,0.015417639557754822,0.044964608,0.029546968247258835
160.csv;06:43:48.777-2024/12/05;3;10,3,253,10,8,0,0,13,11,28,30,0,0,4,3,0,0,0.015417639557754822,0.044939477,0.02952183743890541
155.csv;03:55:07.485-2024/10/29;55;10,55,266,10,8,0,0,15,12,28,27,0,0,4,4,1,1,0.015417639557754822,0.04492537,0.029507729764545135
101.csv;10:06:43.994-2024/09/06;55;10,55,302,10,7,0,0,15,11,31,29,0,0,4,4,1,1,0.015417639557754822,0.044883933,0.029466293360555344
158.csv;08:03:25.196-2024/12/06;969;15,969,816,15,10,0,0,0,4,28,30,0,0,4,3,1,1,0.015417639557754822,0.04463111,0.02921346908386963
160.csv;09:10:56.406-2024/12/05;79;15,79,306,15,9,0,0,0,4,30,32,0,0,4,3,1,1,0.015417639557754822,0.044588204,0.029170564915502243
160.csv;07:53:23.648-2024/12/05;723;5,723,619,5,6,0,0,15,12,30,32,0,0,4,3,1,1,0.015417639557754822,0.04456455,0.02914690932210701
160.csv;09:10:52.183-2024/12/05;681;11,681,651,11,8,0,0,15,12,30,31,0,0,4,3,0,0,0.015417639557754822,0.044386264,0.02896862437900322
160.csv;07:22:22.575-2024/12/05;983;16,983,757,16,12,0,0,13,11,28,30,0,0,4,3,0,0,0.015417639557754822,0.044372197,0.028954557682836227
160.csv;07:14:00.235-2024/12/05;925;11,925,768,11,8,0,0,14,11,29,31,0,0,4,3,0,0,0.015417639557754822,0.044368148,0.0289505082922818
160.csv;09:10:03.978-2024/12/05;980;18,980,823,18,12,0,0,12,9,30,31,0,0,4,3,0,0,0.015417639557754822,0.04435404,0.028936400617921524
160.csv;09:41:08.618-2024/12/05;53;5,53,214,5,5,0,0,15,12,31,29,0,0,4,4,1,1,0.015417639557754822,0.044305876,0.02888823633965271
160.csv;09:26:19.234-2024/12/05;202;15,202,303,15,11,0,0,11,9,29,31,0,0,4,3,0,0,0.015417639557754822,0.044157036,0.028739396091067963
160.csv;06:51:43.325-2024/12/05;354;11,354,426,11,7,0,0,13,11,28,31,0,0,4,3,1,1,0.015417639557754822,0.044083953,0.028666313345992737
160.csv;07:22:22.982-2024/12/05;0;5,0,180,5,6,0,0,1,5,28,27,0,0,4,3,1,1,0.015417639557754822,0.04404789,0.028630248810613327
160.csv;09:26:42.554-2024/12/05;486;15,486,535,15,11,0,0,0,4,29,30,0,0,4,3,1,1,0.015417639557754822,0.04402755,0.028609908725583725
160.csv;07:22:22.787-2024/12/05;1004;17,1004,795,17,12,0,0,12,11,28,29,0,0,4,3,1,1,0.015417639557754822,0.043994196,0.028576556201541595
160.csv;07:53:23.652-2024/12/05;723;10,723,659,10,8,0,0,0,4,30,32,0,0,4,3,1,1,0.015417639557754822,0.043958515,0.028540875371062927
160.csv;09:01:00.175-2024/12/05;872;6,872,705,6,6,0,0,13,11,28,29,0,0,4,3,0,0,0.015417639557754822,0.043932445,0.02851480578955429
160.csv;07:22:22.787-2024/12/05;1004;18,1004,767,18,11,0,0,13,10,28,30,0,0,4,3,0,0,0.015417639557754822,0.043925796,0.028508156146371536
160.csv;09:41:08.634-2024/12/05;54;15,54,206,15,11,0,0,14,11,31,30,0,0,4,3,1,1,0.015417639557754822,0.043849587,0.0284319478827359
160.csv;09:03:26.717-2024/12/05;166;15,166,285,15,12,0,0,5,6,29,31,0,0,4,3,1,1,0.015417639557754822,0.043838713,0.02842107376035469
160.csv;08:07:58.555-2024/12/05;150;0,150,324,0,3,0,0,2,6,29,32,0,0,4,3,0,0,0.015417639557754822,0.04371468,0.0282970402198674
160.csv;08:38:41.768-2024/12/05;151;15,151,322,15,10,0,0,15,12,28,30,0,0,4,3,0,0,0.015417639557754822,0.043696664,0.02827902471598404
160.csv;08:23:08.451-2024/12/05;3;15,3,390,15,8,0,0,3,6,28,31,0,0,4,4,1,1,0.015417639557754822,0.043695785,0.028278145547473602
160.csv;08:07:58.691-2024/12/05;163;11,163,318,11,7,0,0,13,12,28,30,0,0,4,3,1,1,0.015417639557754822,0.043677706,0.028260066713655167
160.csv;09:34:08.486-2024/12/05;24;0,24,240,0,4,0,0,15,11,29,30,0,0,4,4,1,1,0.015417639557754822,0.04364309,0.02822545131620186
160.csv;07:52:07.360-2024/12/05;262;6,262,301,6,5,0,0,5,7,28,31,1,1,3,4,0,0,0.015417639557754822,0.04362405,0.02820641135748642
160.csv;09:41:39.432-2024/12/05;62;11,62,248,11,7,0,0,14,11,30,31,0,0,4,3,1,1,0.015417639557754822,0.04361876,0.028201121445262604
103.csv;03:44:27.562-2024/09/04;21;0,21,274,0,3,0,0,13,10,31,28,0,0,4,4,1,1,0.015417639557754822,0.043568205,0.028150565530622177
160.csv;06:58:30.636-2024/12/05;125;11,125,242,11,7,0,0,15,12,28,30,0,0,4,3,0,0,0.015417639557754822,0.043527223,0.028109583612048798
158.csv;08:10:44.741-2024/12/06;892;11,892,816,11,9,0,0,6,7,28,32,0,0,4,3,1,1,0.015417639557754822,0.043340866,0.02792322596486824
160.csv;09:26:42.554-2024/12/05;486;16,486,534,16,11,0,0,1,5,29,30,0,0,4,3,1,1,0.015417639557754822,0.04331062,0.027892980332935028
160.csv;09:41:39.451-2024/12/05;64;10,64,195,10,7,0,0,12,11,30,30,0,0,4,3,1,1,0.015417639557754822,0.043295894,0.027878254260385208
160.csv;06:43:48.737-2024/12/05;1023;15,1023,777,15,10,0,0,15,11,28,30,0,0,4,4,0,0,0.015417639557754822,0.04327999,0.027862350996101074
103.csv;03:48:12.582-2024/09/04;1019;0,1019,805,0,3,0,0,3,6,31,31,0,0,4,4,1,1,0.015417639557754822,0.043157592,0.02773995285805481
160.csv;09:41:39.523-2024/12/05;71;11,71,307,11,7,0,0,1,5,29,32,0,0,4,4,1,1,0.015417639557754822,0.0431381,0.027720462139213257
160.csv;06:59:22.506-2024/12/05;192;15,192,308,15,10,0,0,0,5,29,32,0,0,4,3,1,1,0.015417639557754822,0.04312627,0.027708630617225342
160.csv;07:14:41.357-2024/12/05;941;16,941,798,16,10,0,0,15,12,29,30,0,0,4,3,1,1,0.015417639557754822,0.043099675,0.027682035769784622
160.csv;07:22:22.787-2024/12/05;1005;0,1005,820,0,4,0,0,14,11,28,31,0,0,4,3,1,1,0.015417639557754822,0.0430831,0.027665461953246765
160.csv;09:10:04.077-2024/12/05;990;15,990,804,15,10,0,0,15,11,30,29,0,0,4,3,0,0,0.015417639557754822,0.043061893,0.02764425387557762
136.csv;18:52:24.856-2024/01/16;116;10,116,184,10,10,1,1,1,1,19,27,1,1,2,3,0,0,0.015417639557754822,0.043039393,0.02762175312217491
160.csv;06:43:48.755-2024/12/05;1;5,1,300,5,5,0,0,3,6,28,28,0,0,4,4,0,0,0.015417639557754822,0.04299076,0.02757311945732849
